Training Accuracy,Validation Accuracy,Training Loss,Validation Loss
0.953877329826355,0.9434314966201782,0.3293834626674652,0.4096872806549072
0.9551758170127869,0.9457690715789795,0.323742538690567,0.37960246205329895
0.9562146067619324,0.9457690715789795,0.32063794136047363,0.40835079550743103
0.9551239013671875,0.9490416049957275,0.3249172866344452,0.3933362066745758
0.9555913209915161,0.9485741257667542,0.3212476670742035,0.3876456916332245
0.9576689600944519,0.939691424369812,0.31565409898757935,0.3983162045478821
0.9572014808654785,0.9448340535163879,0.31761762499809265,0.3911634683609009
0.9573572874069214,0.9462365508079529,0.31671595573425293,0.4040243923664093
0.9553835988044739,0.946704089641571,0.32565367221832275,0.3864322602748871
0.9561107158660889,0.9490416049957275,0.3201639950275421,0.39564642310142517
0.9562665820121765,0.946704089641571,0.31771618127822876,0.3947601318359375
0.9564223885536194,0.9495091438293457,0.31615638732910156,0.3908310830593109
0.9578766822814941,0.9429640173912048,0.3137231469154358,0.3908930718898773
0.9558510184288025,0.9429640173912048,0.3204570710659027,0.4061433970928192
0.9580844640731812,0.9382889270782471,0.3161435127258301,0.4050031304359436
0.9557991027832031,0.9490416049957275,0.3142155110836029,0.3815787732601166
0.9563704133033752,0.9415614604949951,0.3147289454936981,0.41151368618011475
0.9563704133033752,0.9424964785575867,0.314162939786911,0.4071618616580963
0.9534098505973816,0.9490416049957275,0.3225329518318176,0.39101284742355347
0.9555394053459167,0.9448340535163879,0.3148385286331177,0.38982734084129333
0.9565781950950623,0.9485741257667542,0.3143877685070038,0.3873075246810913
0.9565781950950623,0.9509116411209106,0.3126613199710846,0.3758651316165924
0.957097589969635,0.9415614604949951,0.3097822070121765,0.40645313262939453
0.9578766822814941,0.9495091438293457,0.31051769852638245,0.3819155693054199
0.9552797079086304,0.9462365508079529,0.3127683401107788,0.3854322135448456
0.9555913209915161,0.9471715688705444,0.31482383608818054,0.38103312253952026
0.9587077498435974,0.9462365508079529,0.30554109811782837,0.3823756277561188
0.9564223885536194,0.9476391077041626,0.31095588207244873,0.3953316807746887
0.9577727913856506,0.9476391077041626,0.30771341919898987,0.3854248821735382
0.9564743041992188,0.9457690715789795,0.31051188707351685,0.3898603618144989
0.9575130939483643,0.9392239451408386,0.30858704447746277,0.3916611969470978
0.9578247666358948,0.9438990354537964,0.3072085678577423,0.40027594566345215
0.9565262794494629,0.9453015327453613,0.3086164593696594,0.37304627895355225
0.9577208757400513,0.9504441618919373,0.3098353147506714,0.37730729579925537
0.958448052406311,0.9476391077041626,0.30352142453193665,0.38143905997276306
0.956889808177948,0.9485741257667542,0.31035903096199036,0.37538501620292664
0.9582921862602234,0.9424964785575867,0.30603015422821045,0.40273475646972656
0.9587077498435974,0.946704089641571,0.30513185262680054,0.38379284739494324
0.9555394053459167,0.9476391077041626,0.3119164705276489,0.38086003065109253
0.9584999680519104,0.948106586933136,0.3032183051109314,0.3907433748245239
0.9583441615104675,0.9490416049957275,0.30594393610954285,0.3890122175216675
0.9604217410087585,0.9448340535163879,0.2993692457675934,0.382218599319458
0.9594348669052124,0.9485741257667542,0.29973891377449036,0.37288597226142883
0.9578247666358948,0.9476391077041626,0.3028920888900757,0.3824477195739746
0.9549680352210999,0.9382889270782471,0.3095002770423889,0.3989475667476654
0.9579805731773376,0.9499766230583191,0.303717702627182,0.3733334541320801
0.9562146067619324,0.9523141384124756,0.3041591942310333,0.3753216862678528
0.9586038589477539,0.9518466591835022,0.2991883158683777,0.37021592259407043
0.9594868421554565,0.9485741257667542,0.29782524704933167,0.3783637583255768
0.9586038589477539,0.946704089641571,0.29798710346221924,0.37329402565956116
0.9581363797187805,0.9453015327453613,0.3027716279029846,0.37221741676330566
0.955747127532959,0.9438990354537964,0.30938440561294556,0.3915146291255951
0.9576169848442078,0.9471715688705444,0.30197998881340027,0.3799351453781128
0.9574611783027649,0.9434314966201782,0.2987290024757385,0.37942367792129517
0.9575650691986084,0.9546517133712769,0.30184298753738403,0.3608747124671936
0.9588116407394409,0.9509116411209106,0.2966093420982361,0.3826606869697571
0.9583441615104675,0.948106586933136,0.3003763258457184,0.37175846099853516
0.9585519433021545,0.9471715688705444,0.29946643114089966,0.378097802400589
0.9590713381767273,0.9378213882446289,0.2964209318161011,0.3947899639606476
0.9557991027832031,0.9495091438293457,0.30423086881637573,0.38251587748527527
0.9591232538223267,0.9509116411209106,0.29659920930862427,0.37832608819007874
0.9583960771560669,0.948106586933136,0.2978112995624542,0.38836216926574707
0.958032488822937,0.9457690715789795,0.298189640045166,0.3838272988796234
