Training Accuracy,Validation Accuracy,Training Loss,Validation Loss
0.15363839268684387,0.19121085107326508,2.776679277420044,2.6472866535186768
0.2794889211654663,0.4974287152290344,2.293333053588867,1.7510557174682617
0.6440554857254028,0.7896212935447693,1.324388861656189,0.9602087140083313
0.8359736204147339,0.876110315322876,0.7852969765663147,0.6437041163444519
0.8790837526321411,0.896213173866272,0.5740072131156921,0.5427523851394653
0.8964317440986633,0.9032257795333862,0.4807196855545044,0.4751342236995697
0.9044304490089417,0.9069658517837524,0.42088013887405396,0.4563901424407959
0.9108710289001465,0.9093034267425537,0.3892667293548584,0.41593706607818604
0.9149742722511292,0.9177185893058777,0.35735848546028137,0.38662126660346985
0.9169480204582214,0.9125759601593018,0.33700358867645264,0.3960264027118683
0.9217784404754639,0.9242636561393738,0.31266728043556213,0.3431825637817383
0.9245312213897705,0.9205235838890076,0.2948739528656006,0.35182103514671326
0.928634524345398,0.9303413033485413,0.2819689214229584,0.3406948745250702
0.9287383556365967,0.9233286380767822,0.27216073870658875,0.336867094039917
0.9320625066757202,0.9298737645149231,0.25653010606765747,0.3347071707248688
0.9319586753845215,0.9392239451408386,0.25098559260368347,0.33055245876312256
0.9365293979644775,0.9303413033485413,0.23957566916942596,0.3361785113811493
0.9379836916923523,0.9359513521194458,0.2299320250749588,0.30236905813217163
0.9396976828575134,0.9336138367652893,0.2198653370141983,0.3012613356113434
0.9412559270858765,0.9387564063072205,0.21246178448200226,0.30708494782447815
0.9401651620864868,0.936418890953064,0.2114432007074356,0.3212129473686218
0.9440606832504272,0.9354838728904724,0.19750665128231049,0.3079815208911896
0.9466057419776917,0.9350163340568542,0.1971639096736908,0.3191051483154297
0.9473848342895508,0.939691424369812,0.18853320181369781,0.28522032499313354
0.9472809433937073,0.9415614604949951,0.18787814676761627,0.29461556673049927
0.9481120109558105,0.9424964785575867,0.18055473268032074,0.29375267028808594
0.949877917766571,0.9401589632034302,0.17877784371376038,0.28978925943374634
0.9482678174972534,0.9401589632034302,0.1752098798751831,0.2930472195148468
0.9507089853286743,0.9354838728904724,0.17253972589969635,0.29968124628067017
0.9521113634109497,0.9382889270782471,0.16957923769950867,0.2962820529937744
0.9533059597015381,0.9453015327453613,0.1644364893436432,0.2949843406677246
0.9532540440559387,0.9420289993286133,0.1661037802696228,0.29344332218170166
0.953877329826355,0.9453015327453613,0.1589464694261551,0.2853238582611084
0.9540850520133972,0.9378213882446289,0.16132274270057678,0.3023657500743866
0.9524749517440796,0.9443665146827698,0.16191250085830688,0.28310009837150574
0.9531501531600952,0.9457690715789795,0.159240260720253,0.3002617061138153
0.9547603130340576,0.9434314966201782,0.15480148792266846,0.28266316652297974
0.9533579349517822,0.948106586933136,0.15609759092330933,0.27948886156082153
0.9576169848442078,0.948106586933136,0.1484655737876892,0.2810705900192261
0.9557991027832031,0.9485741257667542,0.147671639919281,0.27387309074401855
0.9573572874069214,0.9387564063072205,0.14873182773590088,0.30241823196411133
0.9560588002204895,0.9434314966201782,0.14674527943134308,0.2935909032821655
0.9540850520133972,0.9378213882446289,0.15136979520320892,0.30899593234062195
0.9579286575317383,0.948106586933136,0.14595195651054382,0.2718100845813751
0.9596426486968994,0.9485741257667542,0.13986223936080933,0.2755146622657776
0.9589674472808838,0.948106586933136,0.141325443983078,0.278046578168869
0.9596945643424988,0.9438990354537964,0.1382792890071869,0.29164931178092957
0.958448052406311,0.9476391077041626,0.1401013880968094,0.28728577494621277
0.9593310356140137,0.9457690715789795,0.1401384472846985,0.2922299802303314
0.9606814384460449,0.9499766230583191,0.1338571459054947,0.2868865132331848
0.9595907330513,0.9462365508079529,0.1368778795003891,0.29671597480773926
0.958448052406311,0.9485741257667542,0.1429094523191452,0.283477783203125
0.9570456743240356,0.9490416049957275,0.14643819630146027,0.2815781235694885
0.9600062370300293,0.948106586933136,0.133003830909729,0.2794625163078308
