Training Accuracy,Validation Accuracy,Training Loss,Validation Loss
0.14974290132522583,0.17297802865505219,2.787872314453125,2.7106118202209473
0.2459876388311386,0.4361851215362549,2.399808645248413,1.863808512687683
0.6270191669464111,0.779336154460907,1.3846168518066406,0.9563968181610107
0.8242871165275574,0.8681626915931702,0.8078790903091431,0.6581682562828064
0.8731107115745544,0.8924731016159058,0.6019761562347412,0.5476456880569458
0.8892120718955994,0.9008882641792297,0.5059411525726318,0.4671928584575653
0.9012101888656616,0.9116409420967102,0.43709245324134827,0.4416297674179077
0.9045863151550293,0.9093034267425537,0.40289801359176636,0.41451090574264526
0.9107152223587036,0.904628336429596,0.36911264061927795,0.40515032410621643
0.9178310036659241,0.907900869846344,0.3381609618663788,0.39494788646698
0.9171557426452637,0.9223936200141907,0.32947874069213867,0.3460705280303955
0.9211551547050476,0.9251986742019653,0.30574220418930054,0.33345651626586914
0.9253103137016296,0.9219261407852173,0.2911142408847809,0.33159491419792175
0.9273359775543213,0.9289387464523315,0.2737661600112915,0.3112979233264923
0.9315431118011475,0.9331463575363159,0.26333725452423096,0.3040083348751068
0.9325299859046936,0.9359513521194458,0.2506696879863739,0.30109062790870667
0.9357502460479736,0.9359513521194458,0.2443534880876541,0.29631441831588745
0.9340362548828125,0.9359513521194458,0.24051819741725922,0.288328617811203
0.9384511709213257,0.9359513521194458,0.22344346344470978,0.29041460156440735
0.9388666749000549,0.9382889270782471,0.2207193821668625,0.29119637608528137
0.9401651620864868,0.9410939812660217,0.2131185233592987,0.28981417417526245
0.941152036190033,0.9392239451408386,0.20930655300617218,0.29452043771743774
0.9413078427314758,0.9359513521194458,0.20355845987796783,0.2916205823421478
0.9460863471031189,0.9415614604949951,0.1942671537399292,0.28638121485710144
0.9440087080001831,0.9331463575363159,0.20156808197498322,0.34410977363586426
0.9436970949172974,0.9392239451408386,0.1943613737821579,0.2819306254386902
0.9485275149345398,0.9420289993286133,0.18441693484783173,0.3014430105686188
0.9466057419776917,0.9373539090156555,0.18401101231575012,0.2986721694469452
0.9467096328735352,0.9420289993286133,0.1772923320531845,0.2830566167831421
0.9486833214759827,0.9289387464523315,0.18132802844047546,0.3047330975532532
0.9496701955795288,0.9429640173912048,0.17175735533237457,0.28448033332824707
0.9526826739311218,0.9420289993286133,0.16192129254341125,0.2786473035812378
0.9526307582855225,0.9326788187026978,0.16331897675991058,0.31635281443595886
0.9523191452026367,0.936418890953064,0.1623980700969696,0.2930648624897003
0.9496182203292847,0.9373539090156555,0.16849015653133392,0.2956124246120453
0.9501376152038574,0.9499766230583191,0.16912950575351715,0.2646979093551636
0.9551758170127869,0.9424964785575867,0.15364256501197815,0.29730960726737976
0.9543967247009277,0.9504441618919373,0.15538528561592102,0.26644638180732727
0.9558510184288025,0.9471715688705444,0.15521101653575897,0.28479206562042236
0.9544486403465271,0.948106586933136,0.15611892938613892,0.2709779441356659
0.957097589969635,0.9476391077041626,0.14777956902980804,0.2721260190010071
0.9550719261169434,0.9434314966201782,0.1486090123653412,0.28466227650642395
0.955020010471344,0.9429640173912048,0.1476013958454132,0.29558220505714417
0.9558510184288025,0.9532491564750671,0.15392784774303436,0.26003938913345337
0.9579805731773376,0.9485741257667542,0.14110174775123596,0.2818849980831146
0.9572533965110779,0.9509116411209106,0.14287260174751282,0.26506152749061584
0.9577208757400513,0.9256662130355835,0.14230309426784515,0.3439543843269348
0.9579286575317383,0.9476391077041626,0.14255155622959137,0.28999680280685425
0.9592271447181702,0.9424964785575867,0.13970719277858734,0.30393072962760925
0.9562665820121765,0.9392239451408386,0.14852914214134216,0.31727340817451477
0.9581883549690247,0.9499766230583191,0.14637593924999237,0.2780294716358185
0.9592271447181702,0.9504441618919373,0.13668493926525116,0.27313628792762756
0.9600062370300293,0.9546517133712769,0.13735169172286987,0.2746114134788513
0.9589674472808838,0.9453015327453613,0.1391969472169876,0.3028789758682251
0.9586557745933533,0.9504441618919373,0.13964742422103882,0.272728830575943
0.9612528085708618,0.9537166953086853,0.13070394098758698,0.2686961889266968
0.9621877074241638,0.9415614604949951,0.13095904886722565,0.2921627461910248
0.9576169848442078,0.9438990354537964,0.1393968164920807,0.27535495162010193
0.9571495056152344,0.9438990354537964,0.1438980996608734,0.2726729214191437
0.9577208757400513,0.946704089641571,0.13938170671463013,0.29484331607818604
0.9601101279258728,0.9457690715789795,0.13249780237674713,0.2865771949291229
0.9624993801116943,0.9504441618919373,0.12591610848903656,0.26866087317466736
0.9609411358833313,0.9546517133712769,0.1303987056016922,0.2762594521045685
0.9607853293418884,0.9438990354537964,0.12886658310890198,0.32235535979270935
0.9617202281951904,0.948106586933136,0.13232161104679108,0.27927708625793457
0.9614086151123047,0.9499766230583191,0.12845493853092194,0.2752974331378937
0.9604737162590027,0.9509116411209106,0.13923966884613037,0.28734517097473145
0.9629148840904236,0.9476391077041626,0.12612371146678925,0.3026288151741028
0.9607334136962891,0.946704089641571,0.13051185011863708,0.3050173223018646
0.960525631904602,0.9537166953086853,0.13024604320526123,0.27594926953315735
0.9629148840904236,0.9527816772460938,0.1252983808517456,0.28790971636772156
0.9604737162590027,0.948106586933136,0.13768941164016724,0.27040067315101624
0.9615644216537476,0.9523141384124756,0.12742426991462708,0.2872920632362366
0.9637458920478821,0.9499766230583191,0.12014643847942352,0.2909579873085022
0.9610969424247742,0.9518466591835022,0.13056638836860657,0.27424803376197815
0.9612528085708618,0.948106586933136,0.13045085966587067,0.29781848192214966
0.9613047242164612,0.9448340535163879,0.13296763598918915,0.29919371008872986
0.9632264971733093,0.9551191926002502,0.12198770046234131,0.27280953526496887
0.9634861946105957,0.9485741257667542,0.12108611315488815,0.2776864469051361
0.9636420011520386,0.9490416049957275,0.1229722872376442,0.2860107123851776
0.9639536738395691,0.9537166953086853,0.11835233122110367,0.28348493576049805
0.9602659344673157,0.9476391077041626,0.13063883781433105,0.29318544268608093
0.962966799736023,0.9499766230583191,0.12283389270305634,0.27816951274871826
0.9622396230697632,0.9527816772460938,0.12196812033653259,0.2731318175792694
0.96317458152771,0.9219261407852173,0.12597115337848663,0.39063963294029236
0.9627590775489807,0.9541841745376587,0.12476075440645218,0.276227742433548
0.9651482701301575,0.9523141384124756,0.11752910166978836,0.2884836792945862
0.9632784724235535,0.9499766230583191,0.1219237893819809,0.2834583520889282
0.9637458920478821,0.9499766230583191,0.12312810868024826,0.2867928147315979
0.9621877074241638,0.9434314966201782,0.1268863081932068,0.2915163040161133
0.9643691778182983,0.9541841745376587,0.11913923174142838,0.2830955386161804
0.9638497829437256,0.9509116411209106,0.12213834375143051,0.2890338897705078
0.9648885726928711,0.9378213882446289,0.11602979153394699,0.30769309401512146
0.9640055894851685,0.9523141384124756,0.11939677596092224,0.2893051505088806
