Training Accuracy,Validation Accuracy,Training Loss,Validation Loss
0.1482885777950287,0.15895278751850128,2.798215389251709,2.76552414894104
0.17675167322158813,0.25806450843811035,2.6218478679656982,2.3300516605377197
0.4472549855709076,0.6853669881820679,1.842856526374817,1.2911430597305298
0.7854360342025757,0.8457223176956177,1.0063029527664185,0.7883110642433167
0.8588271737098694,0.8695651888847351,0.7046428918838501,0.6388137936592102
0.8803303241729736,0.8807854056358337,0.5835340023040771,0.5743838548660278
0.8917052149772644,0.8943431377410889,0.5059200525283813,0.46820688247680664
0.8986651301383972,0.8971481919288635,0.45732641220092773,0.44698384404182434
0.9024567604064941,0.9041607975959778,0.41828885674476624,0.4022558033466339
0.9080143570899963,0.914913535118103,0.38924795389175415,0.38985157012939453
0.9106632471084595,0.9130434989929199,0.3670656681060791,0.3667406141757965
0.9149742722511292,0.9219261407852173,0.3446563184261322,0.354157030582428
0.918194591999054,0.9223936200141907,0.33284804224967957,0.33491089940071106
0.9219342470169067,0.9158485531806946,0.3152344822883606,0.3362203538417816
0.9251545071601868,0.9223936200141907,0.2995198667049408,0.3250577449798584
0.9249467849731445,0.926601231098175,0.28932663798332214,0.3441052734851837
0.9264010787010193,0.9322113394737244,0.283390074968338,0.31480541825294495
0.9283228516578674,0.9312763214111328,0.27476736903190613,0.30687251687049866
0.9318028092384338,0.926601231098175,0.2632266581058502,0.3015645146369934
0.9293097257614136,0.9326788187026978,0.26431170105934143,0.28700652718544006
0.9330493807792664,0.9308087825775146,0.24958749115467072,0.2914649546146393
0.9350231289863586,0.9289387464523315,0.23838357627391815,0.2986975312232971
0.9340881705284119,0.9237961769104004,0.24690169095993042,0.338546484708786
0.938295304775238,0.9392239451408386,0.22803948819637299,0.2864992618560791
0.9386588931083679,0.939691424369812,0.22424820065498352,0.28148186206817627
0.9387108683586121,0.9373539090156555,0.22031068801879883,0.28094804286956787
0.9409962296485901,0.936418890953064,0.21392835676670074,0.2711654007434845
0.9379317760467529,0.9308087825775146,0.21560195088386536,0.29366540908813477
0.9408403635025024,0.9401589632034302,0.2135087549686432,0.2770451009273529
0.9436970949172974,0.9345488548278809,0.1998634785413742,0.2983870506286621
0.9420350193977356,0.9331463575363159,0.2015819549560547,0.2929380536079407
0.9450474977493286,0.9373539090156555,0.19183190166950226,0.29275819659233093
0.9468134641647339,0.9410939812660217,0.18967881798744202,0.27484130859375
0.9456188678741455,0.9387564063072205,0.18810343742370605,0.27725788950920105
0.9467096328735352,0.9420289993286133,0.18388575315475464,0.2770434021949768
0.9441645741462708,0.9429640173912048,0.18983086943626404,0.27273309230804443
0.9463979601860046,0.9336138367652893,0.18441154062747955,0.28337064385414124
0.9471770524978638,0.9453015327453613,0.17942355573177338,0.25630518794059753
0.951591968536377,0.9453015327453613,0.17264246940612793,0.25674235820770264
0.9498260021209717,0.9406264424324036,0.17018009722232819,0.27087900042533875
0.9520594477653503,0.9303413033485413,0.16777320206165314,0.3085794150829315
0.9503973126411438,0.9424964785575867,0.17059670388698578,0.28653189539909363
0.9506050944328308,0.9289387464523315,0.16365434229373932,0.3038070499897003
0.9517477750778198,0.9424964785575867,0.1677410751581192,0.2796894311904907
